Features,Weights
cdk2,0.0031830238726789917
casp7,0.0031830238726789917
cxcr2,0.0031830238726789917
foxo1,0.0031830238726789917
rps6ka2,0.0031830238726789917
twist1,0.0031830238726789917
cyp11a1,0.0031830238726789917
stat3,0.0026525198938991855
fbxw7,0.0026525198938991855
psen2,0.0026525198938991855
mapk14,0.0026525198938991855
smad2,0.0026525198938991855
ccnd3,0.0026525198938991855
srd5a1,0.0026525198938991855
ugt2b17,0.0026525198938991855
tp53,0.0026525198938991633
pms2,0.0026525198938991633
e2f3,0.0026525198938991633
ctbp1,0.0026525198938991633
ncstn,0.0026525198938991633
eif5a2,0.0026525198938991633
kras,0.0026525198938991633
mapk1,0.0026525198938991633
tgfb1,0.0026525198938991633
ahnak2,0.0026525198938991633
foxp1,0.0026525198938991633
gpr32,0.0026525198938991633
muc16,0.0026525198938991633
nr3c1,0.0026525198938991633
nt5e,0.0026525198938991633
ppp2r2a,0.0026525198938991633
akr1c3,0.0026525198938991633
hsd3b7,0.0026525198938991633
ccnd1,0.0026525198938991412
map3k3,0.0026525198938991412
nrg3,0.0026525198938991412
shank2,0.0026525198938991412
ncor1,0.0021220159151193576
chek2,0.002122015915119335
myc,0.002122015915119335
mdm2,0.002122015915119335
dtx4,0.002122015915119335
kdm5a,0.002122015915119335
rfng,0.002122015915119335
bmp5,0.002122015915119335
casp6,0.002122015915119335
mmp15,0.002122015915119335
mmp27,0.002122015915119335
rheb,0.002122015915119335
tgfb3,0.002122015915119335
gata3,0.002122015915119335
tbx3,0.002122015915119335
chd1,0.002122015915119335
herc2,0.002122015915119335
ar,0.002122015915119335
hsd17b7,0.002122015915119335
msh6,0.002122015915119313
rbl1,0.002122015915119313
e2f2,0.002122015915119313
adam17,0.002122015915119313
dtx2,0.002122015915119313
arl11,0.002122015915119313
bmp3,0.002122015915119313
bmp7,0.002122015915119313
braf,0.002122015915119313
hif1a,0.002122015915119313
igf1,0.002122015915119313
mmp28,0.002122015915119313
smarcd1,0.002122015915119313
shbg,0.002122015915119313
star,0.002122015915119313
casp9,0.0015915119363395292
nrarp,0.001591511936339507
fas,0.001591511936339507
izumo1r,0.001591511936339507
nf2,0.001591511936339507
ugt2b7,0.001591511936339507
pten,0.0015915119363394848
atm,0.0015915119363394848
cdkn1b,0.0015915119363394848
adam10,0.0015915119363394848
aph1b,0.0015915119363394848
cir1,0.0015915119363394848
hes1,0.0015915119363394848
maml3,0.0015915119363394848
psen1,0.0015915119363394848
spen,0.0015915119363394848
hes7,0.0015915119363394848
hey1,0.0015915119363394848
akt1s1,0.0015915119363394848
bcl2,0.0015915119363394848
igf1r,0.0015915119363394848
map2k4,0.0015915119363394848
map2k5,0.0015915119363394848
mapk8,0.0015915119363394848
mmp1,0.0015915119363394848
rictor,0.0015915119363394848
tgfbr2,0.0015915119363394848
tsc1,0.0015915119363394848
cbfb,0.0015915119363394848
bmf,0.0015915119363394848
map2,0.0015915119363394848
tubb4b,0.0015915119363394848
adgra2,0.0015915119363394848
col12a1,0.0015915119363394848
large1,0.0015915119363394848
nras,0.0015915119363394848
prkg1,0.0015915119363394848
ryr2,0.0015915119363394848
smarcb1,0.0015915119363394848
taf4b,0.0015915119363394848
thsd7a,0.0015915119363394848
cyp21a2,0.0015915119363394848
ddc,0.0015915119363394848
hes6,0.0015915119363394848
hsd17b10,0.0015915119363394848
hsd17b2,0.0015915119363394848
ncoa2,0.0015915119363394848
sdc4,0.0015915119363394848
tnk2,0.0015915119363394848
nr1i2,0.0010610079575596788
alk,0.0010610079575596788
gldc,0.0010610079575596788
bard1,0.0010610079575596564
rad51c,0.0010610079575596564
cdkn1a,0.0010610079575596564
dll1,0.0010610079575596564
heyl,0.0010610079575596564
ncor2,0.0010610079575596564
bad,0.0010610079575596564
bmpr1a,0.0010610079575596564
casp3,0.0010610079575596564
gsk3b,0.0010610079575596564
kit,0.0010610079575596564
mapk4,0.0010610079575596564
mmp21,0.0010610079575596564
mmp24,0.0010610079575596564
mmp26,0.0010610079575596564
mmp3,0.0010610079575596564
pik3r1,0.0010610079575596564
tert,0.0010610079575596564
tsc2,0.0010610079575596564
arid1b,0.0010610079575596564
kmt2c,0.0010610079575596564
abcb1,0.0010610079575596564
fgf2,0.0010610079575596564
col6a3,0.0010610079575596564
dtwd2,0.0010610079575596564
myo3a,0.0010610079575596564
npnt,0.0010610079575596564
palld,0.0010610079575596564
ptprm,0.0010610079575596564
sik2,0.0010610079575596564
cyp17a1,0.0010610079575596564
cyp3a7,0.0010610079575596564
hsd17b4,0.0010610079575596564
nrip1,0.0010610079575596564
prkd1,0.0010610079575596564
srd5a3,0.0010610079575596564
dtx3,0.0010610079575596343
hes4,0.0010610079575596343
bmpr2,0.0010610079575596343
rad51,0.0010610079575596343
ncoa3,0.0010610079575596343
rbl2,0.0005305039787798282
cdk4,0.0005305039787798282
stat1,0.0005305039787798282
arrdc1,0.0005305039787798282
jag2,0.0005305039787798282
numb,0.0005305039787798282
bcl2l1,0.0005305039787798282
chek1,0.0005305039787798282
dph1,0.0005305039787798282
map2k1,0.0005305039787798282
mapk7,0.0005305039787798282
mmp7,0.0005305039787798282
slc19a1,0.0005305039787798282
smad5,0.0005305039787798282
tgfb2,0.0005305039787798282
cyp3a4,0.0005305039787798282
mapt,0.0005305039787798282
tubb4a,0.0005305039787798282
agmo,0.0005305039787798282
bap1,0.0005305039787798282
frmd3,0.0005305039787798282
hdac9,0.0005305039787798282
magea8,0.0005305039787798282
map3k10,0.0005305039787798282
mtap,0.0005305039787798282
prkacg,0.0005305039787798282
prkce,0.0005305039787798282
ptpn22,0.0005305039787798282
setd1a,0.0005305039787798282
stmn2,0.0005305039787798282
bche,0.0005305039787798282
cyb5a,0.0005305039787798282
hsd17b12,0.0005305039787798282
hsd3b2,0.0005305039787798282
met,0.0005305039787798282
pik3r3,0.0005305039787798282
serpini1,0.0005305039787798282
slc29a1,0.0005305039787798282
tp53_mut,0.0005305039787798282
notch1_mut,0.0005305039787798282
col22a1_mut,0.0005305039787798282
e2f5,0.000530503978779806
stat2,0.000530503978779806
rbpjl,0.000530503978779806
akt2,0.000530503978779806
map2k2,0.000530503978779806
map3k4,0.000530503978779806
rassf1,0.000530503978779806
wwox,0.000530503978779806
agtr2,0.000530503978779806
men1,0.000530503978779806
setdb1,0.000530503978779806
prkci,0.000530503978779806
brca1,0.0
brca2,0.0
cdh1,0.0
msh2,0.0
epcam,0.0
rad51d,0.0
ccna1,0.0
ccne1,0.0
cdc25a,0.0
cdk6,0.0
dtx1,0.0
hdac1,0.0
hes5,0.0
itch,0.0
jag1,0.0
notch1,0.0
hey2,0.0
acvr1,0.0
acvr1b,0.0
acvr2b,0.0
atr,0.0
bmp4,0.0
diras3,0.0
eif4ebp1,0.0
erbb3,0.0
erbb4,0.0
fgf1,0.0
fgfr1,0.0
folr3,0.0
foxo3,0.0
hla.g,0.0
inha,0.0
inhbc,0.0
itgav,0.0
itgb3,0.0
mapk6,0.0
mlst8,0.0
mmp12,0.0
mmp16,0.0
mmp19,0.0
mmp2,0.0
mmp23b,0.0
mtor,0.0
nfkb2,0.0
pdgfra,0.0
ptk2,0.0
raf1,0.0
rps6,0.0
smad1,0.0
smad9,0.0
sptbn1,0.0
tgfbr3,0.0
wfdc2,0.0
kmt2d,0.0
pde4dip,0.0
ptprd,0.0
ros1,0.0
abcb11,0.0
abcc1,0.0
cyp2c8,0.0
fn1,0.0
slco1b3,0.0
tubb1,0.0
asxl2,0.0
birc6,0.0
cacna2d3,0.0
clk3,0.0
ctnna1,0.0
dnah2,0.0
fam20c,0.0
fanca,0.0
gps2,0.0
hist1h2bc,0.0
lamb3,0.0
lipi,0.0
map3k13,0.0
myo1a,0.0
ppp2cb,0.0
prkcz,0.0
prr16,0.0
rpgr,0.0
setd2,0.0
smarcc1,0.0
smarcc2,0.0
tbl1xr1,0.0
ush2a,0.0
usp9x,0.0
utrn,0.0
zfp36l1,0.0
akr1c2,0.0
akt3,0.0
cdk8,0.0
cyp11b2,0.0
cyp3a5,0.0
hsd17b14,0.0
hsd17b6,0.0
hsd17b8,0.0
hsd3b1,0.0
mecom,0.0
ran,0.0
sox9,0.0
srd5a2,0.0
tulp4,0.0
muc16_mut,0.0
ahnak2_mut,0.0
kmt2c_mut,0.0
syne1_mut,0.0
map3k1_mut,0.0
ahnak_mut,0.0
dnah11_mut,0.0
cdh1_mut,0.0
dnah2_mut,0.0
kmt2d_mut,0.0
ush2a_mut,0.0
ryr2_mut,0.0
dnah5_mut,0.0
herc2_mut,0.0
pde4dip_mut,0.0
akap9_mut,0.0
tg_mut,0.0
birc6_mut,0.0
utrn_mut,0.0
tbx3_mut,0.0
col6a3_mut,0.0
arid1a_mut,0.0
lama2_mut,0.0
ncor2_mut,0.0
col12a1_mut,0.0
pten_mut,0.0
akt1_mut,0.0
atr_mut,0.0
thada_mut,0.0
ncor1_mut,0.0
stab2_mut,0.0
myh9_mut,0.0
runx1_mut,0.0
nf1_mut,0.0
map2k4_mut,0.0
ros1_mut,0.0
lamb3_mut,0.0
arid1b_mut,0.0
erbb2_mut,0.0
sf3b1_mut,0.0
shank2_mut,0.0
ep300_mut,0.0
ptprd_mut,0.0
usp9x_mut,0.0
setd2_mut,0.0
setd1a_mut,0.0
thsd7a_mut,0.0
afdn_mut,0.0
erbb3_mut,0.0
rb1_mut,0.0
myo1a_mut,0.0
alk_mut,0.0
fanca_mut,0.0
adgra2_mut,0.0
ubr5_mut,0.0
pik3r1_mut,0.0
myo3a_mut,0.0
asxl2_mut,0.0
apc_mut,0.0
ctcf_mut,0.0
asxl1_mut,0.0
fancd2_mut,0.0
taf1_mut,0.0
kdm6a_mut,0.0
ctnna3_mut,0.0
brca1_mut,0.0
ptprm_mut,0.0
foxo3_mut,0.0
usp28_mut,0.0
gldc_mut,0.0
brca2_mut,0.0
cacna2d3_mut,0.0
arid2_mut,0.0
aff2_mut,0.0
lifr_mut,0.0
sbno1_mut,0.0
kdm3a_mut,0.0
ncoa3_mut,0.0
bap1_mut,0.0
l1cam_mut,0.0
pbrm1_mut,0.0
chd1_mut,0.0
jak1_mut,0.0
setdb1_mut,0.0
fam20c_mut,0.0
arid5b_mut,0.0
egfr_mut,0.0
map3k10_mut,0.0
smarcc2_mut,0.0
erbb4_mut,0.0
npnt_mut,0.0
nek1_mut,0.0
agmo_mut,0.0
zfp36l1_mut,0.0
smad4_mut,0.0
sik1_mut,0.0
casp8_mut,0.0
prkcq_mut,0.0
smarcc1_mut,0.0
palld_mut,0.0
dcaf4l2_mut,0.0
bcas3_mut,0.0
cdkn1b_mut,0.0
gps2_mut,0.0
men1_mut,0.0
stk11_mut,0.0
sik2_mut,0.0
ptpn22_mut,0.0
brip1_mut,0.0
flt3_mut,0.0
nrg3_mut,0.0
fbxw7_mut,0.0
ttyh1_mut,0.0
taf4b_mut,0.0
or6a2_mut,0.0
map3k13_mut,0.0
hdac9_mut,0.0
prkacg_mut,0.0
rpgr_mut,0.0
large1_mut,0.0
foxp1_mut,0.0
clk3_mut,0.0
prkcz_mut,0.0
lipi_mut,0.0
ppp2r2a_mut,0.0
prkce_mut,0.0
gh1_mut,0.0
gpr32_mut,0.0
kras_mut,0.0
nf2_mut,0.0
chek2_mut,0.0
ldlrap1_mut,0.0
clrn2_mut,0.0
acvrl1_mut,0.0
agtr2_mut,0.0
cdkn2a_mut,0.0
ctnna1_mut,0.0
magea8_mut,0.0
prr16_mut,0.0
dtwd2_mut,0.0
akt2_mut,0.0
braf_mut,0.0
foxo1_mut,0.0
nt5e_mut,0.0
ccnd3_mut,0.0
nr3c1_mut,0.0
prkg1_mut,0.0
tbl1xr1_mut,0.0
frmd3_mut,0.0
smad2_mut,0.0
sgcd_mut,0.0
spaca1_mut,0.0
rasgef1b_mut,0.0
hist1h2bc_mut,0.0
nr2f1_mut,0.0
klrg1_mut,0.0
mbl2_mut,0.0
mtap_mut,0.0
ppp2cb_mut,0.0
smarcd1_mut,0.0
nras_mut,0.0
ndfip1_mut,0.0
hras_mut,0.0
prps2_mut,0.0
smarcb1_mut,0.0
stmn2_mut,0.0
siah1_mut,0.0
dll4,-2.2204460492503132e-17
lfng,-2.2204460492503132e-17
numbl,-2.2204460492503132e-17
apaf1,-2.2204460492503132e-17
bmp2,-2.2204460492503132e-17
mapk12,-2.2204460492503132e-17
pik3r2,-2.2204460492503132e-17
plagl1,-2.2204460492503132e-17
terc,-2.2204460492503132e-17
vegfb,-2.2204460492503132e-17
zfyve9,-2.2204460492503132e-17
myh9,-2.2204460492503132e-17
abcc10,-2.2204460492503132e-17
arid2,-2.2204460492503132e-17
asxl1,-2.2204460492503132e-17
ctcf,-2.2204460492503132e-17
st7,-2.2204460492503132e-17
pik3ca_mut,-2.2204460492503132e-17
palb2,-4.4408920985006264e-17
mmp10,-4.4408920985006264e-17
pdgfrb,-4.4408920985006264e-17
aff2,-4.4408920985006264e-17
ldlrap1,-4.4408920985006264e-17
hsd17b1,-4.4408920985006264e-17
nbn,-0.0005305039787798504
snw1,-0.0005305039787798504
bmpr1b,-0.0005305039787798504
map3k1,-0.0005305039787798504
peg3,-0.0005305039787798504
smad4,-0.0005305039787798504
akap9,-0.0005305039787798504
apc,-0.0005305039787798504
dnah5,-0.0005305039787798504
gh1,-0.0005305039787798504
kdm6a,-0.0005305039787798504
l1cam,-0.0005305039787798504
nek1,-0.0005305039787798504
prps2,-0.0005305039787798504
tg,-0.0005305039787798504
cyp19a1,-0.0005305039787798504
gata3_mut,-0.0005305039787798504
cbfb_mut,-0.0005305039787798504
smad7,-0.0005305039787798727
spaca1,-0.0005305039787798727
hsd17b3,-0.0005305039787798727
cdkn2a,-0.0005305039787798949
dlec1,-0.0005305039787798949
cdkn2b,-0.001061007957559701
akt1,-0.001061007957559701
bmp15,-0.001061007957559701
gdf2,-0.001061007957559701
mdc1,-0.001061007957559701
rps6kb1,-0.001061007957559701
runx1,-0.001061007957559701
ahnak,-0.001061007957559701
ctnna3,-0.001061007957559701
e2f4,-0.001061007957559723
csf1r,-0.001061007957559723
thada,-0.001061007957559723
stk11,-0.0015915119363395513
acvr2a,-0.0015915119363395513
csf1,-0.0015915119363395513
egfr,-0.0015915119363395513
folr2,-0.0015915119363395513
smad6,-0.0015915119363395513
or6a2,-0.0015915119363395513
ttyh1,-0.0015915119363395513
acvrl1,-0.002122015915119402
dab2,-0.002122015915119402
map2k3,-0.002122015915119402
lifr,-0.002122015915119402
nr2f1,-0.002122015915119402
psenen,-0.0026525198938992522
folr1,-0.0026525198938992522
gdf11,-0.0026525198938992522
stab2,-0.0026525198938992522
